6,200,875,12,4,PG,Waltz,TOP,6,True,6631,1083,1057,1054,3111,3066,3340,3,4,5,3,1,1,970,0,0,0,0,0,84470,0,78841,5628,0,6384,0,5011,1373,4137,1,17541,4902,2551,33,20,19415,4805,13615,993,9493,7350,1,0,138,12,8,0,140,13,4,0,11,4,True,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8021,1708,0,0,9111,484,160,0,9105,22,10,0,8299,185,0,0,8444,645,0,0,8453,406,580,0,8000,8400,5005,5008,5003,6,4.5,6.300000000000001,,,347.1,393.29999999999995,,,325.7,271.5,,,697.1,247.1,,,NONE,JUNGLE,1684071,ESPORTSTMNT02,1612312778151,1626,0,11,13,11.2.353.8505,CLASSIC,CUSTOM_GAME,14,7,39,2,1,0,0,0,218089,290902,34613,375,50820,23436,24331,3049,26195,6,73522,86448,23704,200,107,69679,21540,44992,3140,50621,10,1,612,188,95,26,880,30,0,80,33,26.0,25.400000000000002,0.0,0.0,1899.8,1848.2999999999997,0.0,0.0,1714.2,1424.0,0.0,0.0,2459.3,1417.5,0.0,0.0
7,200,77,4,11,PG,Italin,JG,7,True,6664,3742,3111,1082,3066,1033,3364,2,1,9,2,1,1,1194,0,0,0,0,0,151909,86911,51329,13669,0,7034,4250,2335,448,15221,1,25986,40586,3903,29,20,26701,7249,18467,983,10059,9050,3,0,18,152,74,20,178,14,2,0,3,8,False,False,False,False,False,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8230,8,0,0,8275,19,0,0,8234,11668,0,0,8232,5,50,0,9111,1481,220,0,9105,15,30,0,8200,8000,5005,5008,5002,7,1.0,0.2,,,401.0,421.29999999999995,,,341.3,303.4,,,1003.7,869.5,,,NONE,JUNGLE,1684071,ESPORTSTMNT02,1612312778151,1626,0,11,13,11.2.353.8505,CLASSIC,CUSTOM_GAME,14,7,39,2,1,0,0,0,218089,290902,34613,375,50820,23436,24331,3049,26195,6,73522,86448,23704,200,107,69679,21540,44992,3140,50621,10,1,612,188,95,26,880,30,0,80,33,26.0,25.400000000000002,0.0,0.0,1899.8,1848.2999999999997,0.0,0.0,1714.2,1424.0,0.0,0.0,2459.3,1417.5,0.0,0.0
8,200,61,4,12,PG,Kutarra,MID,8,True,6655,2033,0,3020,3070,3102,3363,3,1,9,3,1,1,1611,0,0,0,0,0,131691,115547,14633,1510,0,12804,12397,406,0,2536,1,5725,9552,2841,31,19,8272,3192,4778,301,11249,8575,1,1,218,12,5,6,274,15,9,0,17,5,False,False,False,True,True,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8230,8,0,0,8226,250,461,0,8210,14,0,0,8237,258,0,0,8345,3,0,0,8352,309,820,995,8200,8300,5005,5008,5003,8,10.600000000000001,8.8,,,528.0,454.8,,,401.0,306.8,,,342.7,63.900000000000006,,,NONE,JUNGLE,1684071,ESPORTSTMNT02,1612312778151,1626,0,11,13,11.2.353.8505,CLASSIC,CUSTOM_GAME,14,7,39,2,1,0,0,0,218089,290902,34613,375,50820,23436,24331,3049,26195,6,73522,86448,23704,200,107,69679,21540,44992,3140,50621,10,1,612,188,95,26,880,30,0,80,33,26.0,25.400000000000002,0.0,0.0,1899.8,1848.2999999999997,0.0,0.0,1714.2,1424.0,0.0,0.0,2459.3,1417.5,0.0,0.0
9,200,523,1,4,PG,Kitin,ADC,9,True,6671,3140,1018,3006,3085,1055,3363,5,1,6,5,3,1,1205,2,1,0,0,0,148485,3738,140199,4548,375,18210,1969,15906,334,1893,1,9529,25604,13107,43,22,7403,2656,4103,642,12096,9800,4,0,204,12,8,0,230,13,6,0,15,9,False,False,False,True,False,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8010,455,0,0,9101,2162,3075,0,9103,22,10,0,8017,1085,0,0,8304,11,1,5,8345,3,0,0,8000,8300,5005,5008,5003,9,8.7,8.5,,,368.9,283.79999999999995,,,389.9,328.2,,,221.0,73.4,,,DUO,BOTTOM,1684071,ESPORTSTMNT02,1612312778151,1626,0,11,13,11.2.353.8505,CLASSIC,CUSTOM_GAME,14,7,39,2,1,0,0,0,218089,290902,34613,375,50820,23436,24331,3049,26195,6,73522,86448,23704,200,107,69679,21540,44992,3140,50621,10,1,612,188,95,26,880,30,0,80,33,26.0,25.400000000000002,0.0,0.0,1899.8,1848.2999999999997,0.0,0.0,1714.2,1424.0,0.0,0.0,2459.3,1417.5,0.0,0.0
10,200,526,4,14,PG,FleekZ,SUP,10,True,0,3860,3742,3111,3067,1029,3364,1,0,10,0,1,0,0,0,0,0,0,0,27052,11893,5900,9258,0,6388,4820,673,894,2408,2,14741,5804,1302,64,26,7888,3638,4029,221,7724,6275,1,0,34,0,0,0,58,12,9,0,34,7,False,False,True,False,False,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8439,451,0,0,8401,227,0,0,8473,323,0,0,8242,0,0,0,8347,0,0,0,8316,687,0,0,8400,8300,5007,5002,5002,10,1.2,1.6,,,254.8,295.1,,,256.3,214.1,,,194.8,163.6,,,DUO,BOTTOM,1684071,ESPORTSTMNT02,1612312778151,1626,0,11,13,11.2.353.8505,CLASSIC,CUSTOM_GAME,14,7,39,2,1,0,0,0,218089,290902,34613,375,50820,23436,24331,3049,26195,6,73522,86448,23704,200,107,69679,21540,44992,3140,50621,10,1,612,188,95,26,880,30,0,80,33,26.0,25.400000000000002,0.0,0.0,1899.8,1848.2999999999997,0.0,0.0,1714.2,1424.0,0.0,0.0,2459.3,1417.5,0.0,0.0
1,100,79,4,12,TH,Doppel,TOP,1,False,2055,3076,3143,3068,3070,3158,3340,0,5,2,0,0,0,835,0,0,0,0,0,123103,100500,22602,0,10,9742,8715,1026,0,8053,1,33336,2767,873,33,22,20623,3239,15564,1820,9065,8950,0,0,207,4,1,0,390,15,8,0,17,7,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8437,450,432,0,8446,561,0,0,8473,333,0,0,8451,212,0,0,8304,12,0,0,8345,3,0,0,8400,8300,5005,5008,5002,1,7.4,7.5,,5.7,413.2,471.3,,414.79999999999995,282.2,247.5,,277.0,442.6,267.9,,832.4,DUO,MIDDLE,1684101,ESPORTSTMNT02,1612316283858,1971,0,11,13,11.2.353.8505,CLASSIC,CUSTOM_GAME,2,21,6,0,0,0,0,0,269488,300139,42388,466,47165,29436,14076,3651,25431,7,92489,25345,5896,219,72,83847,19174,61071,3598,46717,2,0,797,156,116,4,1210,47,0,106,52,30.1,24.199999999999996,0.0,20.9,2042.7,1759.7,0.0,1699.9,1619.2000000000003,1129.2,0.0,1334.1,2144.5,1394.3999999999999,0.0,3316.6
2,100,2,11,4,TH,Capecito,JG,2,False,3053,6630,2055,1029,3047,0,3364,0,4,2,0,0,0,700,0,0,0,0,0,164520,8836,128416,27267,0,8022,0,4901,3121,13499,1,24521,13668,525,34,5,28212,6761,21065,385,9037,8750,0,0,43,136,103,4,484,13,10,0,11,10,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8010,146,0,0,9111,82,40,0,9105,20,0,0,8299,176,0,0,8304,12,0,0,8410,43,0,0,8000,8300,5005,5008,5002,2,1.1,0.1,,2.2,359.9,302.0,,333.2,300.70000000000005,238.4,,250.3,875.3,685.0,,863.7,DUO,MIDDLE,1684101,ESPORTSTMNT02,1612316283858,1971,0,11,13,11.2.353.8505,CLASSIC,CUSTOM_GAME,2,21,6,0,0,0,0,0,269488,300139,42388,466,47165,29436,14076,3651,25431,7,92489,25345,5896,219,72,83847,19174,61071,3598,46717,2,0,797,156,116,4,1210,47,0,106,52,30.1,24.199999999999996,0.0,20.9,2042.7,1759.7,0.0,1699.9,1619.2000000000003,1129.2,0.0,1334.1,2144.5,1394.3999999999999,0.0,3316.6
3,100,112,12,4,TH,LocoDan,MID,3,False,6655,3040,3916,0,1056,3020,3363,0,5,0,0,0,0,1041,0,0,0,0,0,143118,126962,13072,3084,0,15260,15039,221,0,7,1,10735,2134,0,27,15,12173,2302,9441,429,9788,9250,0,0,234,12,12,0,76,15,6,0,15,7,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8230,6,0,0,8226,250,983,0,8210,0,0,0,8237,639,0,0,8345,3,0,0,8347,0,0,0,8200,8300,5008,5008,5002,3,9.2,7.5,,5.1,523.0,459.1,,309.70000000000005,346.20000000000005,244.3,,251.3,344.0,129.7,,543.5,DUO,BOTTOM,1684101,ESPORTSTMNT02,1612316283858,1971,0,11,13,11.2.353.8505,CLASSIC,CUSTOM_GAME,2,21,6,0,0,0,0,0,269488,300139,42388,466,47165,29436,14076,3651,25431,7,92489,25345,5896,219,72,83847,19174,61071,3598,46717,2,0,797,156,116,4,1210,47,0,106,52,30.1,24.199999999999996,0.0,20.9,2042.7,1759.7,0.0,1699.9,1619.2000000000003,1129.2,0.0,1334.1,2144.5,1394.3999999999999,0.0,3316.6
4,100,360,4,7,TH,Dps,ADC,4,False,6676,6673,3123,3006,1018,1038,3363,1,4,1,0,1,0,651,0,0,0,0,0,148340,13507,128397,6435,456,7961,839,7122,0,3544,3,10002,5267,3794,34,2,14053,3515,9914,623,12013,11125,2,0,269,0,0,0,5,14,5,0,14,12,False,False,True,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8010,192,0,0,9111,87,40,0,9103,0,0,0,8299,414,0,0,8139,393,0,0,8135,752,2,0,8000,8100,5005,5008,5002,4,10.8,7.699999999999999,,6.699999999999999,418.4,268.3,,344.5,458.1,249.60000000000002,,351.6,330.2,167.5,,622.4,DUO,BOTTOM,1684101,ESPORTSTMNT02,1612316283858,1971,0,11,13,11.2.353.8505,CLASSIC,CUSTOM_GAME,2,21,6,0,0,0,0,0,269488,300139,42388,466,47165,29436,14076,3651,25431,7,92489,25345,5896,219,72,83847,19174,61071,3598,46717,2,0,797,156,116,4,1210,47,0,106,52,30.1,24.199999999999996,0.0,20.9,2042.7,1759.7,0.0,1699.9,1619.2000000000003,1129.2,0.0,1334.1,2144.5,1394.3999999999999,0.0,3316.6
5,100,111,14,4,TH,GodTeddy,SUP,5,False,3190,3860,2420,3067,0,3158,3364,1,3,1,0,1,0,663,0,0,0,0,0,32937,19683,7652,5602,0,6180,4843,806,530,328,1,13895,1509,704,91,28,8786,3357,5087,341,6814,6850,0,0,44,4,0,0,255,13,18,0,49,16,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8439,356,0,0,8401,165,0,0,8473,688,0,0,8242,23,0,0,8347,0,0,0,8306,0,0,0,8400,8300,5005,5008,5003,5,1.6,1.4,,1.2000000000000002,328.20000000000005,259.0,,297.7,232.0,149.4,,203.89999999999998,152.4,144.3,,454.6,DUO,BOTTOM,1684101,ESPORTSTMNT02,1612316283858,1971,0,11,13,11.2.353.8505,CLASSIC,CUSTOM_GAME,2,21,6,0,0,0,0,0,269488,300139,42388,466,47165,29436,14076,3651,25431,7,92489,25345,5896,219,72,83847,19174,61071,3598,46717,2,0,797,156,116,4,1210,47,0,106,52,30.1,24.199999999999996,0.0,20.9,2042.7,1759.7,0.0,1699.9,1619.2000000000003,1129.2,0.0,1334.1,2144.5,1394.3999999999999,0.0,3316.6
6,200,58,12,4,DEL,BetaTwins,TOP,6,True,6630,3026,2055,1057,3053,3111,3363,4,0,14,4,1,1,0,0,0,0,0,0,219859,5446,213416,997,0,13024,2002,11022,0,10229,1,22619,17170,4617,40,14,28661,10375,16606,1679,14844,12875,2,1,240,44,16,1,37,18,7,0,16,6,True,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8010,360,0,0,9111,853,360,0,9105,14,30,0,8299,69,0,0,8242,0,0,0,8444,805,0,0,8000,8400,5008,5008,5001,6,7.4,7.7,,6.5,532.2,457.2,,668.3,366.1,328.6,,551.6,761.1,334.4,,1289.1,NONE,JUNGLE,1684101,ESPORTSTMNT02,1612316283858,1971,0,11,13,11.2.353.8505,CLASSIC,CUSTOM_GAME,21,2,63,4,0,0,0,0,202233,591536,51317,827,56983,17073,36308,3599,42196,13,81258,96175,14539,273,77,87176,34452,49070,3650,65633,9,3,791,275,146,50,922,40,0,118,50,26.2,22.900000000000002,0.0,21.400000000000002,2233.2000000000003,1775.0,0.0,3207.9000000000005,1728.1000000000001,1359.9,0.0,2347.4000000000005,2590.7,1436.1000000000001,0.0,3527.2
7,200,59,11,4,DEL,Dark,JG,7,True,3071,6630,0,3047,3053,3076,3364,5,0,16,5,2,1,0,1,0,0,0,0,191862,20423,157496,13943,0,12465,545,11164,756,14386,1,25288,33634,926,69,15,26515,7535,18198,782,13885,12775,2,0,36,164,96,34,429,17,9,0,32,15,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8010,285,0,0,9111,1556,420,0,9105,12,40,0,8014,207,0,0,8143,342,0,0,8136,22,30,0,8000,8100,5005,5008,5002,7,1.5,0.2,,1.4,432.3,373.5,,662.4000000000001,337.9,340.5,,534.3,849.4,593.8,,934.5999999999999,NONE,JUNGLE,1684101,ESPORTSTMNT02,1612316283858,1971,0,11,13,11.2.353.8505,CLASSIC,CUSTOM_GAME,21,2,63,4,0,0,0,0,202233,591536,51317,827,56983,17073,36308,3599,42196,13,81258,96175,14539,273,77,87176,34452,49070,3650,65633,9,3,791,275,146,50,922,40,0,118,50,26.2,22.900000000000002,0.0,21.400000000000002,2233.2000000000003,1775.0,0.0,3207.9000000000005,1728.1000000000001,1359.9,0.0,2347.4000000000005,2590.7,1436.1000000000001,0.0,3527.2
8,200,18,12,4,DEL,Sully,MID,8,True,3031,3086,6672,3006,3095,1042,3363,6,0,5,6,2,1,1966,2,0,0,0,0,269916,43453,199931,26530,827,17120,1923,12559,2637,1428,1,9531,30855,6658,36,7,9918,4900,4690,327,15587,12750,3,1,250,63,30,15,161,18,4,0,7,8,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8005,1154,566,587,9101,3328,4757,0,9103,23,0,0,8017,697,0,0,8224,31,0,0,8236,28,0,0,8000,8200,5005,5008,5001,8,8.1,7.5,,6.0,537.2,439.29999999999995,,754.1,419.9,241.1,,544.2,292.7,188.8,,453.4,NONE,JUNGLE,1684101,ESPORTSTMNT02,1612316283858,1971,0,11,13,11.2.353.8505,CLASSIC,CUSTOM_GAME,21,2,63,4,0,0,0,0,202233,591536,51317,827,56983,17073,36308,3599,42196,13,81258,96175,14539,273,77,87176,34452,49070,3650,65633,9,3,791,275,146,50,922,40,0,118,50,26.2,22.900000000000002,0.0,21.400000000000002,2233.2000000000003,1775.0,0.0,3207.9000000000005,1728.1000000000001,1359.9,0.0,2347.4000000000005,2590.7,1436.1000000000001,0.0,3527.2
9,200,147,4,7,DEL,Sun Tiger,ADC,9,True,3158,2421,3070,6617,3011,6616,3363,4,1,13,3,2,1,1645,1,0,0,0,0,138073,121465,13837,2770,0,9195,8363,625,206,6625,5,4480,12115,1886,44,15,8954,6336,2473,144,12590,10050,2,1,225,4,4,0,245,15,2,0,12,9,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8214,564,333,0,8226,250,107,0,8210,8,0,0,8237,240,0,0,8347,0,0,0,8304,9,4,5,8200,8300,5008,5008,5002,9,7.5,6.2,,6.9,385.7,276.7,,606.4,372.4,259.8,,432.0,157.5,124.9,,391.79999999999995,SOLO,BOTTOM,1684101,ESPORTSTMNT02,1612316283858,1971,0,11,13,11.2.353.8505,CLASSIC,CUSTOM_GAME,21,2,63,4,0,0,0,0,202233,591536,51317,827,56983,17073,36308,3599,42196,13,81258,96175,14539,273,77,87176,34452,49070,3650,65633,9,3,791,275,146,50,922,40,0,118,50,26.2,22.900000000000002,0.0,21.400000000000002,2233.2000000000003,1775.0,0.0,3207.9000000000005,1728.1000000000001,1359.9,0.0,2347.4000000000005,2590.7,1436.1000000000001,0.0,3527.2
10,200,12,4,3,DEL,Gato Mojado,SUP,10,True,3860,2055,3190,3067,3024,3117,3364,2,1,15,0,1,0,1202,0,0,0,0,0,25380,11446,6856,7077,0,5179,4240,938,0,9528,5,19340,2401,452,84,26,13128,5306,7103,718,8727,7550,0,0,40,0,0,0,50,14,18,0,51,12,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8439,507,0,0,8463,993,0,0,8473,142,0,0,8242,29,0,0,8313,0,0,0,8316,556,0,0,8400,8300,5007,5003,5002,10,1.7,1.3,,0.6000000000000001,345.8,228.29999999999998,,516.7,231.8,189.9,,285.3,530.0,194.2,,458.29999999999995,NONE,JUNGLE,1684101,ESPORTSTMNT02,1612316283858,1971,0,11,13,11.2.353.8505,CLASSIC,CUSTOM_GAME,21,2,63,4,0,0,0,0,202233,591536,51317,827,56983,17073,36308,3599,42196,13,81258,96175,14539,273,77,87176,34452,49070,3650,65633,9,3,791,275,146,50,922,40,0,118,50,26.2,22.900000000000002,0.0,21.400000000000002,2233.2000000000003,1775.0,0.0,3207.9000000000005,1728.1000000000001,1359.9,0.0,2347.4000000000005,2590.7,1436.1000000000001,0.0,3527.2
1,100,58,4,12,VL,Vexzuss,TOP,1,False,3047,6630,2055,3153,1037,0,3340,3,5,0,0,1,0,465,0,0,0,0,0,119752,4239,114841,672,0,13376,1451,11826,98,7553,1,17985,4218,1615,23,14,26573,5098,17172,4302,10020,9575,1,0,198,10,7,0,87,14,8,0,9,6,True,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8010,439,0,0,9111,383,60,0,9105,21,30,0,8299,711,0,0,8453,997,0,0,8473,766,0,0,8000,8400,5005,5008,5002,1,6.6,8.5,,,420.3,464.2,,,310.5,300.1,,,913.1,426.9,,,DUO,MIDDLE,1684123,ESPORTSTMNT02,1612319767819,1631,0,11,13,11.2.353.8505,CLASSIC,CUSTOM_GAME,4,20,5,0,0,0,0,0,123933,296108,35512,369,34289,12440,20601,1245,17939,10,48938,18204,2517,168,55,78229,24413,45789,8021,39417,2,0,644,121,94,0,631,41,0,77,30,24.900000000000002,23.7,0.0,0.0,1718.2999999999997,1638.1,0.0,0.0,1480.6,1138.4,0.0,0.0,2613.0,1446.1999999999998,0.0,0.0
2,100,80,4,11,VL,xu,JG,2,False,3044,6630,0,0,3047,0,3364,0,5,1,0,0,0,898,0,0,0,0,0,96539,6133,79517,10889,0,3707,0,3322,385,7171,1,14090,10408,0,29,7,24430,8752,14579,1097,6809,6750,0,0,18,99,79,0,129,11,10,0,12,8,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8010,52,0,0,9111,0,20,0,9105,0,0,0,8014,43,0,0,8126,111,0,0,8105,3,1,0,8000,8100,5005,5008,5002,2,0.8,0.2,,,249.5,277.2,,,263.7,206.3,,,799.9,472.9,,,DUO,MIDDLE,1684123,ESPORTSTMNT02,1612319767819,1631,0,11,13,11.2.353.8505,CLASSIC,CUSTOM_GAME,4,20,5,0,0,0,0,0,123933,296108,35512,369,34289,12440,20601,1245,17939,10,48938,18204,2517,168,55,78229,24413,45789,8021,39417,2,0,644,121,94,0,631,41,0,77,30,24.900000000000002,23.7,0.0,0.0,1718.2999999999997,1638.1,0.0,0.0,1480.6,1138.4,0.0,0.0,2613.0,1446.1999999999998,0.0,0.0
3,100,134,12,4,VL,Eluviet,MID,3,False,1058,1052,3020,1082,3070,6655,3363,0,3,1,0,0,0,917,0,0,0,0,0,115288,99217,11815,4256,0,6355,5795,560,0,577,1,3687,510,33,22,16,8015,2988,4470,556,8309,7810,0,0,198,8,8,0,312,13,5,0,12,2,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8230,4,0,0,8226,250,694,0,8210,0,0,0,8237,264,0,0,8345,3,0,0,8352,200,576,694,8200,8300,5005,5008,5003,3,7.9,7.1000000000000005,,,420.79999999999995,421.5,,,319.4,239.5,,,289.9,134.6,,,DUO,BOTTOM,1684123,ESPORTSTMNT02,1612319767819,1631,0,11,13,11.2.353.8505,CLASSIC,CUSTOM_GAME,4,20,5,0,0,0,0,0,123933,296108,35512,369,34289,12440,20601,1245,17939,10,48938,18204,2517,168,55,78229,24413,45789,8021,39417,2,0,644,121,94,0,631,41,0,77,30,24.900000000000002,23.7,0.0,0.0,1718.2999999999997,1638.1,0.0,0.0,1480.6,1138.4,0.0,0.0,2613.0,1446.1999999999998,0.0,0.0
4,100,145,7,4,VL,Godles,ADC,4,False,6672,6676,2031,1055,0,3006,3363,1,3,1,0,1,0,660,0,0,0,0,0,103522,7810,83722,11989,369,6783,2043,4395,344,2323,3,4431,2527,869,25,1,9967,4214,4750,1002,8749,8585,1,0,195,0,0,0,8,12,5,0,11,3,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9923,26,78,0,8139,444,0,0,8138,2,0,0,8135,397,2,0,8009,367,0,0,9103,0,0,0,8100,8000,5005,5008,5002,4,7.9,6.7,,,382.3,295.8,,,370.4,240.8,,,295.5,249.1,,,DUO,BOTTOM,1684123,ESPORTSTMNT02,1612319767819,1631,0,11,13,11.2.353.8505,CLASSIC,CUSTOM_GAME,4,20,5,0,0,0,0,0,123933,296108,35512,369,34289,12440,20601,1245,17939,10,48938,18204,2517,168,55,78229,24413,45789,8021,39417,2,0,644,121,94,0,631,41,0,77,30,24.900000000000002,23.7,0.0,0.0,1718.2999999999997,1638.1,0.0,0.0,1480.6,1138.4,0.0,0.0,2613.0,1446.1999999999998,0.0,0.0
5,100,201,4,14,VL,iMinions,SUP,5,False,3190,2055,3857,0,0,3047,3364,0,4,2,0,0,0,461,0,0,0,0,0,20454,6534,6213,7706,0,4068,3151,498,418,315,4,8745,541,0,69,17,9244,3361,4818,1064,5530,5125,0,0,35,4,0,0,95,10,13,0,33,11,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8465,1120,0,0,8463,126,0,0,8473,431,0,0,8242,35,0,0,8316,380,0,0,8352,39,225,0,8400,8300,5005,5002,5002,5,1.7000000000000002,1.2000000000000002,,,245.39999999999998,179.39999999999998,,,216.60000000000002,151.7,,,314.6,162.7,,,DUO,BOTTOM,1684123,ESPORTSTMNT02,1612319767819,1631,0,11,13,11.2.353.8505,CLASSIC,CUSTOM_GAME,4,20,5,0,0,0,0,0,123933,296108,35512,369,34289,12440,20601,1245,17939,10,48938,18204,2517,168,55,78229,24413,45789,8021,39417,2,0,644,121,94,0,631,41,0,77,30,24.900000000000002,23.7,0.0,0.0,1718.2999999999997,1638.1,0.0,0.0,1480.6,1138.4,0.0,0.0,2613.0,1446.1999999999998,0.0,0.0
6,200,164,12,14,JV,Alpha,TOP,6,True,2055,3078,3074,3111,3123,1036,3340,6,2,4,4,2,2,871,1,0,0,0,0,133610,767,108338,24504,0,14718,767,8421,5529,4767,1,17884,16366,5925,25,11,18619,2112,16130,377,11159,9383,3,0,186,8,1,0,180,15,5,0,10,1,False,False,False,False,False,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8437,624,442,0,8401,460,0,0,8473,526,0,0,8451,181,0,0,8304,9,4,5,8345,3,0,0,8400,8300,5005,5008,5002,6,6.5,6.800000000000001,,,443.9,429.7,,,349.6,314.9,,,616.3,332.1,,,NONE,JUNGLE,1684123,ESPORTSTMNT02,1612319767819,1631,0,11,13,11.2.353.8505,CLASSIC,CUSTOM_GAME,20,5,52,3,0,0,0,0,161358,391622,51500,231,57413,22023,27364,8022,40409,13,53948,72081,16901,180,97,74070,15942,54882,3245,52524,8,1,671,197,128,16,883,31,0,78,26,27.499999999999996,23.4,0.0,0.0,2189.0,1741.7,0.0,0.0,1790.0,1297.1,0.0,0.0,2284.8999999999996,1777.7000000000003,0.0,0.0
